login,link,followers,following,follow_ratio,public_repos,contributions,stars,total_size,user_feedback
ferentchak,https://github.com/ferentchak,18.0,15.0,1.2,23.0,0.0,7.0,1122292.0,0
bucketbrigade,https://github.com/bucketbrigade,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
rrader,https://github.com/rrader,46.0,27.0,1.7037037037037035,147.0,122.0,20.0,328110.0,0
iTExxx,https://github.com/iTExxx,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
raimundohamilton,https://github.com/raimundohamilton,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
heidner,https://github.com/heidner,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
sergeych,https://github.com/sergeych,33.0,1.0,33.0,44.0,59.0,64.0,35204.0,0
17chris,https://github.com/17chris,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
dy,https://github.com/dy,510.0,376.0,1.3563829787234043,155.0,1555.0,215.0,50511.0,0
echealth,https://github.com/echealth,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
freyandras,https://github.com/freyandras,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
jonshamir,https://github.com/jonshamir,11.0,5.0,2.2,30.0,1072.0,66.0,12687407.0,0
dorionc,https://github.com/dorionc,5.0,0.0,0.0,1.0,0.0,0.0,2.0,0
liweichang,https://github.com/liweichang,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
brooksw,https://github.com/brooksw,4.0,1.0,4.0,5.0,0.0,0.0,894.0,0
imdave4me,https://github.com/imdave4me,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aduvvuri,https://github.com/aduvvuri,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
jgreywolf,https://github.com/jgreywolf,10.0,0.0,0.0,12.0,904.0,3.0,65655.0,0
gyokuro,https://github.com/gyokuro,3.0,0.0,0.0,8.0,0.0,2.0,46288.0,0
KlausHuber,https://github.com/KlausHuber,3.0,0.0,0.0,1.0,0.0,0.0,382.0,0
hapeshericus,https://github.com/hapeshericus,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
biggerbrain62,https://github.com/biggerbrain62,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Eunjin,https://github.com/Eunjin,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
useti,https://github.com/useti,6.0,3.0,2.0,35.0,3.0,1.0,1796142.0,0
dsampy,https://github.com/dsampy,3.0,0.0,0.0,75.0,0.0,0.0,6015.0,0
szytko,https://github.com/szytko,11.0,1.0,11.0,37.0,18.0,0.0,177863.0,0
linyaDev,https://github.com/linyaDev,6.0,3.0,2.0,4.0,2.0,2.0,4513920.0,0
savrip,https://github.com/savrip,3.0,0.0,0.0,1.0,0.0,0.0,4802.0,0
JamesBiddinger,https://github.com/JamesBiddinger,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ijohannessen,https://github.com/ijohannessen,3.0,0.0,0.0,2.0,0.0,1.0,4135.0,0
jamesl22,https://github.com/jamesl22,3.0,0.0,0.0,1.0,0.0,1.0,224.0,0
madgoat100,https://github.com/madgoat100,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ansonkao,https://github.com/ansonkao,45.0,64.0,0.703125,37.0,402.0,16.0,634704.0,0
susanaperez,https://github.com/susanaperez,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fzafarani,https://github.com/fzafarani,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
mathiasm,https://github.com/mathiasm,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0
jeffmcnab,https://github.com/jeffmcnab,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
randyheydon,https://github.com/randyheydon,10.0,6.0,1.6666666666666667,16.0,1.0,17.0,192453.0,0
shin330,https://github.com/shin330,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
gangster2828,https://github.com/gangster2828,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
balmasi,https://github.com/balmasi,45.0,24.0,1.875,39.0,49.0,293.0,255488.0,0
kurferag,https://github.com/kurferag,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
joshbaltzell,https://github.com/joshbaltzell,3.0,1.0,3.0,1.0,0.0,0.0,1852.0,0
dizlexik,https://github.com/dizlexik,4.0,0.0,0.0,40.0,2.0,27.0,679359.0,0
aschmidt,https://github.com/aschmidt,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
help50,https://github.com/help50,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
faygo,https://github.com/faygo,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
amandassoaps,https://github.com/amandassoaps,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
josephshoop,https://github.com/josephshoop,8.0,0.0,0.0,3.0,1.0,0.0,214913.0,0
testgit1,https://github.com/testgit1,1.0,0.0,0.0,1.0,0.0,2.0,104.0,0
testgit2,https://github.com/testgit2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Claud,https://github.com/Claud,9.0,2.0,4.5,16.0,4.0,27.0,75533.0,0
gongns,https://github.com/gongns,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
jburfoot,https://github.com/jburfoot,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
pavithra-raman,https://github.com/pavithra-raman,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
spanishhighs,https://github.com/spanishhighs,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
oanaelenabarbu,https://github.com/oanaelenabarbu,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
inxtensis,https://github.com/inxtensis,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
wprog,https://github.com/wprog,1.0,0.0,0.0,2.0,0.0,2.0,324.0,0
NSGH01,https://github.com/NSGH01,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
loki666,https://github.com/loki666,21.0,1.0,21.0,14.0,273.0,13.0,1636443.0,0
auc,https://github.com/auc,1.0,0.0,0.0,1.0,0.0,1.0,48.0,0
miniyou,https://github.com/miniyou,5.0,5.0,1.0,4.0,3.0,0.0,16066.0,0
ciroma,https://github.com/ciroma,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
dabbsz2010,https://github.com/dabbsz2010,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
aritasimoes,https://github.com/aritasimoes,1.0,0.0,0.0,2.0,0.0,0.0,18654.0,0
vicondu,https://github.com/vicondu,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ocurra,https://github.com/ocurra,1.0,0.0,0.0,1.0,0.0,1.0,48.0,0
hunsucker,https://github.com/hunsucker,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
purpleice,https://github.com/purpleice,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
moranium,https://github.com/moranium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
eemelin,https://github.com/eemelin,2.0,0.0,0.0,5.0,0.0,1.0,713197.0,0
Vespertinus,https://github.com/Vespertinus,8.0,12.0,0.6666666666666666,7.0,2.0,0.0,671394.0,0
rustynailor,https://github.com/rustynailor,4.0,0.0,0.0,11.0,0.0,1.0,46451.0,0
ehssanh,https://github.com/ehssanh,5.0,3.0,1.6666666666666667,5.0,0.0,4.0,359034.0,0
morus,https://github.com/morus,2.0,0.0,0.0,1.0,0.0,2.0,782.0,0
zakgrindle,https://github.com/zakgrindle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
andy2010,https://github.com/andy2010,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
GromNaN,https://github.com/GromNaN,209.0,119.0,1.7563025210084031,242.0,1737.0,71.0,2011903.0,0
acsr,https://github.com/acsr,18.0,33.0,0.5454545454545454,39.0,32.0,3.0,301363.0,0
sigus,https://github.com/sigus,6.0,3.0,2.0,4.0,7.0,1.0,1623158.0,0
oldemor999,https://github.com/oldemor999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
LORFEUVRE,https://github.com/LORFEUVRE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TeamSchneider,https://github.com/TeamSchneider,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NSky,https://github.com/NSky,3.0,0.0,0.0,2.0,0.0,7.0,101268.0,0
ianckc,https://github.com/ianckc,20.0,1.0,20.0,28.0,47.0,141.0,33714.0,0
actiondocta,https://github.com/actiondocta,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
bobbypify,https://github.com/bobbypify,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
murcielagor-gt,https://github.com/murcielagor-gt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
indrajeet11111,https://github.com/indrajeet11111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Pithikos,https://github.com/Pithikos,167.0,4.0,41.75,47.0,1203.0,2268.0,169470.0,0
nglaura,https://github.com/nglaura,1.0,0.0,0.0,5.0,0.0,2.0,3277.0,0
jonlidgard,https://github.com/jonlidgard,11.0,0.0,0.0,35.0,18.0,32.0,535915.0,0
Rainlin,https://github.com/Rainlin,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
lehwa,https://github.com/lehwa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1874asdf,https://github.com/1874asdf,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
nhatnam,https://github.com/nhatnam,1.0,0.0,0.0,1.0,0.0,1.0,48.0,0
rAkniL,https://github.com/rAkniL,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
jianjye,https://github.com/jianjye,11.0,3.0,3.6666666666666665,18.0,16.0,27.0,180787.0,0
Stevenchen,https://github.com/Stevenchen,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
destic,https://github.com/destic,1.0,0.0,0.0,1.0,0.0,0.0,121.0,0
mfholdfield,https://github.com/mfholdfield,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shinlaimo,https://github.com/shinlaimo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
hdd,https://github.com/hdd,54.0,18.0,3.0,33.0,41.0,66.0,146250.0,0
sclausen-xx,https://github.com/sclausen-xx,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
jackben,https://github.com/jackben,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ASosnin,https://github.com/ASosnin,1.0,0.0,0.0,36.0,0.0,0.0,84229.0,0
orfah,https://github.com/orfah,3.0,1.0,3.0,23.0,0.0,0.0,207979.0,0
chaas08,https://github.com/chaas08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
teemitzitrone,https://github.com/teemitzitrone,9.0,11.0,0.8181818181818182,5.0,0.0,0.0,230703.0,0
Usman-Gosign,https://github.com/Usman-Gosign,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ekarious,https://github.com/ekarious,21.0,19.0,1.105263157894737,17.0,629.0,5.0,76018.0,0
jandheedene,https://github.com/jandheedene,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
peteRogers,https://github.com/peteRogers,6.0,8.0,0.75,69.0,106.0,8.0,150909.0,0
pradeepmishra,https://github.com/pradeepmishra,1.0,0.0,0.0,1.0,0.0,0.0,10699.0,0
mattford63,https://github.com/mattford63,9.0,0.0,0.0,16.0,71.0,0.0,92978.0,0
castaine,https://github.com/castaine,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ivanespinchiloeches,https://github.com/ivanespinchiloeches,1.0,0.0,0.0,10.0,16.0,0.0,18531.0,0
nasib,https://github.com/nasib,1.0,1.0,1.0,2.0,0.0,2.0,659.0,0
pclinx,https://github.com/pclinx,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0
nouveau-rubynho,https://github.com/nouveau-rubynho,2.0,2.0,1.0,7.0,0.0,0.0,115.0,0
supereinstain,https://github.com/supereinstain,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
jollerbarn,https://github.com/jollerbarn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
diavola,https://github.com/diavola,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
raphail,https://github.com/raphail,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
b-spoked,https://github.com/b-spoked,1.0,0.0,0.0,5.0,0.0,6.0,80856.0,0
stuartgiles,https://github.com/stuartgiles,1.0,4.0,0.25,3.0,0.0,0.0,2739.0,0
brunoripa,https://github.com/brunoripa,18.0,5.0,3.6,19.0,715.0,26.0,51164.0,0
milenko1,https://github.com/milenko1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
jayyen,https://github.com/jayyen,1.0,0.0,0.0,1.0,6.0,0.0,13.0,0
tom3q,https://github.com/tom3q,198.0,10.0,19.8,40.0,5.0,208.0,3618010.0,0
PhilETaylor,https://github.com/PhilETaylor,62.0,0.0,0.0,79.0,2274.0,9.0,267255.0,0
kennygood,https://github.com/kennygood,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
ksadmin,https://github.com/ksadmin,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
gunterze,https://github.com/gunterze,124.0,0.0,0.0,10.0,468.0,43.0,162738.0,0
ikonstant,https://github.com/ikonstant,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
esdaniel,https://github.com/esdaniel,32.0,87.0,0.367816091954023,2.0,0.0,0.0,553.0,0
barcino,https://github.com/barcino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
jamesco,https://github.com/jamesco,5.0,4.0,1.25,4.0,30.0,0.0,7860.0,0
AdamDempsey,https://github.com/AdamDempsey,10.0,51.0,0.196078431372549,2.0,0.0,4.0,69907.0,0
comuelle,https://github.com/comuelle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
FranciscoRatb,https://github.com/FranciscoRatb,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
doppelreim,https://github.com/doppelreim,3.0,0.0,0.0,3.0,0.0,0.0,1311.0,0
flurple,https://github.com/flurple,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
kephale,https://github.com/kephale,92.0,44.0,2.090909090909091,194.0,2249.0,21.0,419119.0,0
winfar,https://github.com/winfar,1.0,3.0,0.3333333333333333,3.0,0.0,2.0,32968.0,0
katna,https://github.com/katna,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
kokice,https://github.com/kokice,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
jfabiano,https://github.com/jfabiano,3.0,6.0,0.5,4.0,1.0,1.0,105457.0,0
cung,https://github.com/cung,2.0,0.0,0.0,1.0,0.0,1.0,48.0,0
mesritarne,https://github.com/mesritarne,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
itreptogyp,https://github.com/itreptogyp,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AndrewBarrettCa,https://github.com/AndrewBarrettCa,3.0,3.0,1.0,3.0,0.0,0.0,4.0,0
resmond,https://github.com/resmond,2.0,1.0,2.0,7.0,0.0,1.0,106061.0,0
quotesw,https://github.com/quotesw,2.0,0.0,0.0,8.0,0.0,3.0,13309.0,0
Applehoo,https://github.com/Applehoo,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
monssef2010,https://github.com/monssef2010,2.0,0.0,0.0,1.0,0.0,0.0,48.0,0
king-messaui,https://github.com/king-messaui,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
game63,https://github.com/game63,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ond,https://github.com/Ond,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0
mrhillz,https://github.com/mrhillz,,,,,,,,0
michaelkanis,https://github.com/michaelkanis,15.0,20.0,0.75,16.0,0.0,17.0,176254.0,0
tenglin,https://github.com/tenglin,2.0,0.0,0.0,3.0,0.0,0.0,124.0,0
Jeonghyun,https://github.com/Jeonghyun,2.0,0.0,0.0,1.0,0.0,1.0,48.0,0
newslytics,https://github.com/newslytics,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SharePerson,https://github.com/SharePerson,2.0,0.0,0.0,11.0,0.0,2.0,34311.0,0
ohadg,https://github.com/ohadg,2.0,0.0,0.0,1.0,0.0,1.0,48.0,0
Saneke,https://github.com/Saneke,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0
bjornar,https://github.com/bjornar,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
v-garcia,https://github.com/v-garcia,6.0,1.0,6.0,22.0,4.0,14.0,15470.0,0
Nanard,https://github.com/Nanard,2.0,1.0,2.0,22.0,1.0,0.0,172802.0,0
mackuz,https://github.com/mackuz,2.0,2.0,1.0,1.0,0.0,0.0,326.0,0
toerist,https://github.com/toerist,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Manlai,https://github.com/Manlai,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Weti-Plaza,https://github.com/Weti-Plaza,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
brandonfro,https://github.com/brandonfro,3.0,1.0,3.0,2.0,20.0,0.0,0.0,0
rsathish29,https://github.com/rsathish29,3.0,3.0,1.0,2.0,6.0,0.0,9956.0,0
race2fly,https://github.com/race2fly,2.0,0.0,0.0,12.0,0.0,0.0,389568.0,0
lovez9,https://github.com/lovez9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
jaykang,https://github.com/jaykang,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Johannesb,https://github.com/Johannesb,4.0,0.0,0.0,2.0,0.0,0.0,542.0,0
leev,https://github.com/leev,35.0,3.0,11.666666666666666,5.0,2.0,985.0,13093.0,0
Shugyousha,https://github.com/Shugyousha,15.0,1.0,15.0,41.0,29.0,13.0,1279230.0,0
colourtvset,https://github.com/colourtvset,3.0,2.0,1.5,2.0,0.0,0.0,2352.0,0
mstssk,https://github.com/mstssk,47.0,24.0,1.9583333333333333,88.0,1166.0,7.0,303283.0,0
dmitry-kabanov,https://github.com/dmitry-kabanov,35.0,9.0,3.888888888888889,98.0,1334.0,5.0,703855.0,0
paunin,https://github.com/paunin,87.0,31.0,2.806451612903226,32.0,241.0,1313.0,23075.0,0
artiche,https://github.com/artiche,2.0,0.0,0.0,9.0,1.0,1.0,46598.0,0
hoborg1,https://github.com/hoborg1,2.0,0.0,0.0,2.0,0.0,2.0,3736.0,0
stuartluscombe,https://github.com/stuartluscombe,2.0,1.0,2.0,4.0,0.0,0.0,1473.0,0
einza,https://github.com/einza,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0
zhainchen,https://github.com/zhainchen,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
johny989,https://github.com/johny989,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fellan,https://github.com/fellan,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CloudAppers,https://github.com/CloudAppers,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
leokassio,https://github.com/leokassio,10.0,6.0,1.6666666666666667,9.0,76.0,19.0,190251.0,0
burakashik,https://github.com/burakashik,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
snvv,https://github.com/snvv,2.0,0.0,0.0,3.0,12.0,0.0,0.0,0
cassanovafrankenstein,https://github.com/cassanovafrankenstein,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
asprin,https://github.com/asprin,3.0,0.0,0.0,1.0,0.0,1.0,48.0,0
olibonsai,https://github.com/olibonsai,2.0,0.0,0.0,1.0,0.0,0.0,274.0,0
semalt,https://github.com/semalt,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0
adriandcross,https://github.com/adriandcross,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
sistemcoktu,https://github.com/sistemcoktu,3.0,3.0,1.0,5.0,0.0,1.0,1301.0,0
mcdevitt2,https://github.com/mcdevitt2,2.0,0.0,0.0,1.0,0.0,1.0,48.0,0
timxicbducre,https://github.com/timxicbducre,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shininglion,https://github.com/shininglion,10.0,0.0,0.0,9.0,0.0,49.0,3434.0,0
bertBruynooghe,https://github.com/bertBruynooghe,3.0,6.0,0.5,31.0,2.0,13.0,356801.0,0
fireant,https://github.com/fireant,10.0,7.0,1.4285714285714286,45.0,1.0,33.0,736611.0,0
szjhtz,https://github.com/szjhtz,2.0,5.0,0.4,166.0,31.0,1.0,588440.0,0
winsonchai2009,https://github.com/winsonchai2009,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NaveenP,https://github.com/NaveenP,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
lioprineser,https://github.com/lioprineser,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ildalina,https://github.com/ildalina,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
andygads,https://github.com/andygads,2.0,0.0,0.0,1.0,0.0,1.0,48.0,0
diclonius89,https://github.com/diclonius89,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
izotovladimir,https://github.com/izotovladimir,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
jesusgil,https://github.com/jesusgil,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
msk-nightingale,https://github.com/msk-nightingale,2.0,0.0,0.0,3.0,0.0,0.0,256.0,0
dickoa,https://github.com/dickoa,151.0,51.0,2.9607843137254903,143.0,17.0,9.0,589930.0,0
charparoni,https://github.com/charparoni,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
peigen,https://github.com/peigen,15.0,31.0,0.4838709677419355,12.0,0.0,4.0,48750.0,0
riahehosi,https://github.com/riahehosi,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
tankista,https://github.com/tankista,14.0,12.0,1.1666666666666667,15.0,567.0,33.0,153495.0,0
tiecalhehops,https://github.com/tiecalhehops,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
harsouturi,https://github.com/harsouturi,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
newsmyduckgi,https://github.com/newsmyduckgi,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Makeshet,https://github.com/Makeshet,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0
aplactuan,https://github.com/aplactuan,2.0,0.0,0.0,27.0,5.0,4.0,51111.0,0
whitejinx,https://github.com/whitejinx,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
nobodypb,https://github.com/nobodypb,6.0,9.0,0.6666666666666666,28.0,0.0,4.0,1293113.0,0
abetbofca,https://github.com/abetbofca,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
mumuxinfei,https://github.com/mumuxinfei,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
plasunpepwind,https://github.com/plasunpepwind,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
blaxjax,https://github.com/blaxjax,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
asez73,https://github.com/asez73,11.0,20.0,0.55,70.0,0.0,2.0,1719886.0,0
aharonp,https://github.com/aharonp,0.0,0.0,0.0,13.0,0.0,0.0,878167.0,0
peterb130,https://github.com/peterb130,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
nomisum,https://github.com/nomisum,12.0,17.0,0.7058823529411765,29.0,569.0,1.0,989629.0,0
bioparco,https://github.com/bioparco,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
lovepanda64,https://github.com/lovepanda64,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
iwane021,https://github.com/iwane021,18.0,51.0,0.3529411764705882,159.0,23.0,6.0,361915.0,0
muvetesack,https://github.com/muvetesack,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Besmir,https://github.com/Besmir,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
quods,https://github.com/quods,7.0,3.0,2.333333333333333,1.0,1.0,0.0,1.0,0
floyd2,https://github.com/floyd2,2.0,0.0,0.0,6.0,0.0,1.0,1348.0,0
0xae,https://github.com/0xae,75.0,313.0,0.2396166134185303,65.0,23.0,8.0,667666.0,0
AlbanSeurat,https://github.com/AlbanSeurat,21.0,12.0,1.75,14.0,6.0,10.0,31927.0,0
michael3012,https://github.com/michael3012,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Rafi1,https://github.com/Rafi1,0.0,0.0,0.0,1.0,0.0,1.0,520.0,0
mmcd,https://github.com/mmcd,0.0,5.0,0.0,4.0,5.0,1.0,141908.0,0
sss4372,https://github.com/sss4372,0.0,0.0,0.0,2.0,0.0,0.0,1472.0,0
cdelbasso,https://github.com/cdelbasso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
andyfinity,https://github.com/andyfinity,0.0,0.0,0.0,13.0,0.0,8.0,3572.0,0
afinlayson,https://github.com/afinlayson,7.0,7.0,1.0,19.0,0.0,5.0,588655.0,0
seanmouse,https://github.com/seanmouse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
sia-xx,https://github.com/sia-xx,0.0,0.0,0.0,1.0,0.0,1.0,48.0,0
haxkil,https://github.com/haxkil,1.0,3.0,0.3333333333333333,3.0,0.0,0.0,5367.0,0
